Orden,Clase de orden,Texto breve,Ce.emplazam.,Grupo planif.,Aviso,Cst.tot.reales,Status sistema,Fecha creación,Fecha fin real,Fecha ref.,Ubicac.técnica,Descripción,region,Dia_promedio,Grupo,asignacion_equipos
60000467,Correctivo,Mantenimiento preventivo Freidora,C240,electromecanico,100000939.0,1427069,Cerrado,2025-05-05,2025-06-05,06/05/2025,1000-C240-N00-PORCPR-001,freidora electrica n°01,Antioquia,31,equipos de coccion,Freidora electrica
60000468,Correctivo,daño en manguera del desague lavaplatos,C460,infraestructura,100000849.0,150992,Cerrado,2025-05-05,2025-05-09,05/05/2025,1000-C460-N01-810,,Antioquia,4,Grupo Infraestructura,
60000469,Correctivo,daño en lavado de sala de procesos,C210,infraestructura,100000922.0,179408,Cerrado,2025-05-05,,16/05/2025,1000-C210-N00-SAPRPV,,Antioquia,0,Grupo Infraestructura,
60000474,Correctivo,Proteccion a bomba de desinfección,A400,electromecanico,100000193.0,498645,Cerrado,2025-05-06,2025-05-07,21/05/2025,1000-A400-CAR-LAVADE-003-002,sistema bombeo n°01,Antioquia,1,Bomba,Bomba
60000477,Correctivo,Daño conector internet,C140,electromecanico,100000601.0,208383,Cerrado,2025-05-06,2025-05-06,06/05/2025,1000-C140-N00-830,,Antioquia,0,Red Datos,
60000479,Correctivo,VITRINA CONGELADOS charcuteria,C100,frigoristas,100000947.0,37748,Cerrado,2025-05-06,2025-05-06,06/05/2025,1000-C100-N00-SAGEPV,vitrina congelacion n°02,Antioquia,0,Vitrinas,Vitrina congelacion
60000481,Correctivo,Ventilador condensandora,C240,frigoristas,100000877.0,455834,Cerrado,2025-05-06,2025-05-07,06/05/2025,1000-C240-N01-CUAMAQ,condensador cava congelacion n°01,Antioquia,1,Cavas,Cava de congelacion
60000482,Correctivo,Vitrina congelación,C240,frigoristas,100000878.0,226489,Cerrado,2025-05-06,2025-05-12,12/05/2025,1000-C240-N00-SAGEPV,vitrina congelacion n°02,Antioquia,6,Vitrinas,Vitrina congelacion
60000485,Correctivo,Arreglo vitrina eventos,A400,frigoristas,100000956.0,161720,Cerrado,2025-05-06,2025-05-21,17/06/2025,1000-A400-CAR-PARMTO-003,nevera vitrina refrigeracion eventos,Antioquia,15,Vitrinas,Vitrinas refrigeracion
60000487,Correctivo,cambio breackes Iluminacion,C390,electromecanico,100000909.0,340135,Cerrado,2025-05-06,2025-05-07,06/05/2025,1000-C390-N00-820,,Valle,1,Red Electrica,
60000490,Correctivo,cambio aspa de ventilador cava cong,C370,frigoristas,100000778.0,53923,Cerrado,2025-05-06,,29/05/2025,1000-C370-N00-CAVCON,evaporador cava congelacion n°01,Valle,0,Cavas,Cava de congelacion
60000492,Correctivo,Pintar parqueadero GSPA,A400,infraestructura,100000971.0,19413740,Cerrado,2025-05-06,,12/06/2025,1000-A400-CAR,,Antioquia,0,Grupo Infraestructura,
60000498,Correctivo,Mantenimiento preventivo vitrinas,C230,frigoristas,100000974.0,1384932,Cerrado,2025-05-07,2025-05-02,07/05/2025,1000-C230-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,-5,Vitrinas,Vitrinas refrigeracion
60000499,Correctivo,Cambio de rieles de dos cajones,A300,infraestructura,100000152.0,75017,Cerrado,2025-05-07,2025-06-16,04/06/2025,1000-A300-N01-OFDH01,,Antioquia,40,Grupo Infraestructura,
60000500,Correctivo,Mantenimiento preventivo,C230,electromecanico,100000874.0,1358932,Cerrado,2025-05-07,2025-05-07,08/05/2025,1000-C230-N00-SAPRPV,molino,Antioquia,0,Molino,Molino
60000501,Correctivo,Goteras centro monitoreo,A290,infraestructura,100000186.0,1207939,Cerrado,2025-05-07,2025-04-14,08/05/2025,1000-A290-N04-CMONIT,,Antioquia,-23,Grupo Infraestructura,
60000503,Correctivo,Verificacion de temperaturas,C230,metrologia,100000882.0,679466,Cerrado,2025-05-07,2025-05-04,07/05/2025,1000-C230-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,-3,Vitrinas,Vitrinas refrigeracion
60000504,Correctivo,Techo del area de procesos,C120,infraestructura,100000181.0,2415878,Cerrado,2025-05-07,2025-04-24,10/05/2025,1000-C120-N00-SAPRPV,,Antioquia,-13,Grupo Infraestructura,
60000508,Correctivo,mantenimiento cruz tecnica,C380,electromecanico,100000990.0,1597496,Cerrado,2025-05-07,2025-05-08,08/05/2025,1000-C380-N00-820,,Valle,1,Red Electrica,
60000519,Correctivo,cambio de Iluminacion mala,C140,electromecanico,100000975.0,445530,Cerrado,2025-05-07,2025-07-25,29/07/2025,1000-C140-N00-820,,Antioquia,79,Red Electrica,
60000520,Correctivo,cava refiegeracion no enfria,C380,frigoristas,100001001.0,327000,Cerrado,2025-05-07,,07/05/2025,1000-C380-N00-CAVREF,controlador cava refrigeracion n°01,Valle,0,Cavas,Cava de refrigeracion
60000522,Correctivo,Cambio de baterias UPS,A290,electromecanico,100001018.0,1974761,Cerrado,2025-05-07,2025-04-30,30/04/2025,1000-A290-N04-SERVID,ups,Antioquia,-7,Respaldo electrico,
60000523,Correctivo,Iluminación panel led cuarto de maquinas,C310,electromecanico,100000980.0,264844,Cerrado,2025-05-07,2025-06-06,08/05/2025,1000-C310-N00-820,,Zona Costera,30,Red Electrica,
60000525,Correctivo,DAÑO EN LLAVE DE AGUA DE CUARTO ASEO,C310,infraestructura,100000981.0,35448,Cerrado,2025-05-07,2025-05-21,13/05/2025,1000-C310-N00-880,,Zona Costera,14,Grupo Infraestructura,
60000528,Correctivo,MOLINO CON SENSOR MALO,C470,electromecanico,100001028.0,377481,Cerrado,2025-05-08,2025-05-09,16/05/2025,1000-C470-N00-SAPRPV,molino,Antioquia,1,Molino,Molino
60000529,Correctivo,Iluminacio apartamento,C380,electromecanico,100001025.0,3089405,Cerrado,2025-05-08,,09/05/2025,1000-C380-N00-820,,Valle,0,Red Electrica,
60000530,Correctivo,cambio chapas puertas,A190,infraestructura,100001027.0,104866,Cerrado,2025-05-08,2025-05-21,15/05/2025,1000-A190-N01-ZINN01,,Zona Costera,13,Grupo Infraestructura,
60000531,Correctivo,Mantenimiento general de las vitrinas,C190,frigoristas,100001045.0,1620731,Cerrado,2025-05-08,2025-05-21,21/05/2025,1000-C190-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,13,Vitrinas,Vitrinas refrigeracion
60000532,Correctivo,posuelo de Sala procesos,C180,infraestructura,100001004.0,264372,Cerrado,2025-05-08,2025-05-21,19/05/2025,1000-C180-N00-SAPRPV,,Antioquia,13,Grupo Infraestructura,
60000533,Correctivo,Posuelo comedor empleados,C180,infraestructura,100001006.0,1400669,Cerrado,2025-05-08,2025-05-08,05/06/2025,1000-C180-N00-810,,Antioquia,0,Grupo Infraestructura,
60000541,Correctivo,NEVERA DE PARRILLA NO ENFRIA,C220,frigoristas,100000711.0,1924161,Cerrado,2025-05-09,2025-05-29,30/05/2025,1000-C220-N00-PORCPR-001,controlador modulo congelacion,Antioquia,20,Neveras,Nevera mixta
60000542,Correctivo,Equipos de frio,C240,frigoristas,100000872.0,1358932,Cerrado,2025-05-09,2025-05-10,29/05/2025,1000-C240-N00-SAGEPV,vitrina refrigeracion n°03,Antioquia,1,Vitrinas,Vitrinas refrigeracion
60000543,Correctivo,Pisos muy porosos,C140,infraestructura,100000173.0,268505,Cerrado,2025-05-09,2025-05-21,14/05/2025,1000-C140-N00-SAPRPV,,Antioquia,12,Grupo Infraestructura,
60000549,Correctivo,Topes de puerta P.V.,C310,infraestructura,100001086.0,226489,Cerrado,2025-05-10,,16/05/2025,1000-C310-N00-ZFACHA,,Zona Costera,0,Grupo Infraestructura,
60000551,Correctivo,limpieza tuberia pv,C320,infraestructura,100001075.0,490725,Cerrado,2025-05-10,2025-05-10,10/05/2025,1000-C320-N00-880,,Zona Costera,0,Grupo Infraestructura,
60000554,Correctivo,se  daño el  gato  de la  puerta de vidr,C290,infraestructura,100001020.0,113244,Cerrado,2025-05-10,2025-05-08,10/05/2025,1000-C290-N00-ZEXTPV,,Zona Costera,-2,Grupo Infraestructura,
60000557,Correctivo,DAÑO CAVA CONGELACION,C340,frigoristas,100001070.0,309663,Cerrado,2025-05-10,,10/05/2025,1000-C340-N01-CAVCON,controlador cava congelacion n°01,Centro,0,Cavas,Cava de congelacion
60000559,Correctivo,tubo  de agua partido,C290,infraestructura,100000953.0,792710,Cerrado,2025-05-10,2025-05-08,08/05/2025,1000-C290-N00-810,,Zona Costera,-2,Grupo Infraestructura,
60000571,Correctivo,Revicion b. etiquetadora,C100,metrologia,100000723.0,30198,Cerrado,2025-05-12,2025-04-28,12/05/2025,1000-C100-N00-SAPRPV,balanza etiquetadora,Antioquia,-14,Otras Balanzas,Balanzas etiqueta
60000572,Correctivo,Daño en rack de refrigeracion,C310,frigoristas,100001125.0,716776,Cerrado,2025-05-12,,12/05/2025,1000-C310-N01-ZTECHO-001,rack de refrigeracion,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
60000573,Correctivo,etiquetadora no pesa,C120,metrologia,100000824.0,150992,Cerrado,2025-05-12,2025-05-15,15/05/2025,1000-C120-N00-SAPRPV,balanza etiquetadora,Antioquia,3,Otras Balanzas,Balanzas etiqueta
60000575,Correctivo,Reparación vitrina refrigeracion,C380,frigoristas,100001021.0,163969,Liberado,2025-05-12,2025-05-29,18/09/2025,1000-C380-N00-SAGEPV,vitrina refrigeracion n°03,Valle,17,Vitrinas,Vitrinas refrigeracion
60000577,Correctivo,Reparacion bascula colgante,C340,metrologia,100000809.0,144500,Cerrado,2025-05-12,,12/05/2025,1000-C340-N00-SAGEPV-002,balanza colgante n°01,Centro,0,Balanza colgante,Balanza colgante
60000582,Correctivo,Reparacion teclado de balanza,C140,metrologia,100000648.0,289748,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C140-N00-SAGEPV-002,balanza colgante n°02,Antioquia,4,Balanza colgante,Balanza colgante
60000583,Correctivo,Daño marco de botonera,C140,metrologia,100000649.0,97748,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C140-N00-SAGEPV-002,balanza colgante n°03,Antioquia,4,Balanza colgante,Balanza colgante
60000584,Correctivo,Marco de botonera reventado,C140,metrologia,100000652.0,97748,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C140-N00-SAGEPV-002,balanza colgante n°04,Antioquia,4,Balanza colgante,Balanza colgante
60000588,Correctivo,Marco de botonera roto,C160,metrologia,100000654.0,97748,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C160-N00-SAGEPV-002,balanza colgante n°02,Antioquia,4,Balanza colgante,Balanza colgante
60000589,Correctivo,Marco de botonera roto,C160,metrologia,100000655.0,112847,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C160-N00-SAGEPV-002,balanza colgante n°05,Antioquia,4,Balanza colgante,Balanza colgante
60000590,Correctivo,Marco de botonera roto,C160,metrologia,100000657.0,97748,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C160-N00-SAGEPV-002,balanza colgante n°07,Antioquia,4,Balanza colgante,Balanza colgante
60000591,Correctivo,Marco de botonera roto,C120,metrologia,100000658.0,97748,Cerrado,2025-05-12,,20/05/2025,1000-C120-N00-SAGEPV-002,balanza colgante n°04,Antioquia,0,Balanza colgante,Balanza colgante
60000592,Correctivo,Marco de botonera roto,C120,metrologia,100000660.0,135496,Cerrado,2025-05-12,2025-05-15,15/05/2025,1000-C120-N00-SAGEPV-002,balanza colgante n°05,Antioquia,3,Balanza colgante,Balanza colgante
60000593,Correctivo,Marco de botonera roto,C110,metrologia,100000661.0,90198,Cerrado,2025-05-12,2025-05-15,15/05/2025,1000-C110-N00-SAGEPV-002,balanza colgante n°01,Antioquia,3,Balanza colgante,Balanza colgante
60000594,Correctivo,Marco de botonera roto,C200,metrologia,100000662.0,135496,Cerrado,2025-05-12,2025-05-14,14/05/2025,1000-C200-N00-SAGEPV-002,balanza colgante n°03,Antioquia,2,Balanza colgante,Balanza colgante
60000595,Correctivo,Tapa de impresora rota,C170,metrologia,100000667.0,170595,Cerrado,2025-05-12,2025-05-16,21/05/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°01,Antioquia,4,Balanza colgante,Balanza colgante
60000596,Correctivo,Gotera techo oficina dirección porcicult,A280,infraestructura,100000767.0,1312813,Cerrado,2025-05-12,,13/05/2025,1000-A280-N04-OFDPOR,,Antioquia,0,Grupo Infraestructura,
60000597,Correctivo,Bisagra de impresora fracturada,C170,metrologia,100000670.0,62649,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°02,Antioquia,4,Balanza colgante,Balanza colgante
60000598,Correctivo,VITRINA DE REFRIGERACION SIN ILUMINACION,C220,frigoristas,100001124.0,509751,Cerrado,2025-05-12,2025-05-14,12/05/2025,1000-C220-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,2,Vitrinas,Vitrinas refrigeracion
60000599,Correctivo,Bisagra de impresora fracturada,C170,metrologia,100000671.0,55099,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°03,Antioquia,4,Balanza colgante,Balanza colgante
60000600,Correctivo,Bisagra de impresora fracturada,C170,metrologia,100000676.0,62649,Cerrado,2025-05-12,2025-05-16,16/05/2025,1000-C170-N00-SAGEPV-002,balanza colgante n°04,Antioquia,4,Balanza colgante,Balanza colgante
60000606,Correctivo,Adecuación escritorio,A290,infraestructura,100001140.0,37748,Cerrado,2025-05-12,2025-05-13,13/05/2025,1000-A290-N03-OFGEFI,,Antioquia,1,Grupo Infraestructura,
60000615,Correctivo,cava cong. ventiladores congelados,C230,frigoristas,100001130.0,226489,Cerrado,2025-05-13,2025-05-12,13/05/2025,1000-C230-N00-CAVCON,evaporador cava congelacion n°01,Antioquia,-1,Cavas,Cava de congelacion
60000616,Correctivo,SUSPENSION DE ENERGIA APARTADO,C250,electromecanico,100001168.0,5000000,Cerrado,2025-05-13,,13/05/2025,1000-C250-N00-820,,Zona Costera,0,Red Electrica,
60000620,Correctivo,tubo externo red internet,C380,electromecanico,100001166.0,487110,Cerrado,2025-05-13,2025-06-06,13/05/2025,1000-C380-N00-830,,Valle,24,Red Datos,
60000628,Correctivo,mantenimiento plancha,C570,electromecanico,100001184.0,1665834,Cerrado,2025-05-13,2025-06-05,14/05/2025,1000-C570-S01-COCINA,plancha n°01,Antioquia,23,equipos de coccion,Plancha
60000633,Correctivo,colocar l aregilla del pozuelo del pasii,C110,infraestructura,100001097.0,234892,Cerrado,2025-05-13,2025-05-14,13/05/2025,1000-C110-N00-PAINPV,,Antioquia,1,Grupo Infraestructura,
60000634,Correctivo,limpieza de alcantarillado,C330,infraestructura,100001196.0,1600000,Cerrado,2025-05-13,,07/06/2025,1000-C330-N00-880,,Centro,0,Grupo Infraestructura,
60000640,Correctivo,balanza en mal estado,C110,metrologia,100001147.0,105695,Cerrado,2025-05-14,2025-05-15,15/05/2025,1000-C110-N00-SAGEPV-002,balanza colgante n°07,Antioquia,1,Balanza colgante,Balanza colgante
60000642,Correctivo,tapa mala sanitario hombres parrilla,C170,infraestructura,100001053.0,122471,Cerrado,2025-05-14,2025-05-21,15/05/2025,1000-C170-N00-ZOBANO-001,,Antioquia,7,Grupo Infraestructura,
60000643,Correctivo,bascula local,C200,metrologia,100001076.0,243127,Cerrado,2025-05-14,2025-05-14,14/05/2025,1000-C200-N00-SAGEPV-002,balanza colgante n°05,Antioquia,0,Balanza colgante,Balanza colgante
60000644,Correctivo,Bascula mala impresion,C120,metrologia,100001058.0,1155711,Cerrado,2025-05-14,2025-05-30,30/05/2025,1000-C120-N00-SAGEPV-002,balanza colgante n°03,Antioquia,16,Balanza colgante,Balanza colgante
60000647,Correctivo,Daño de Cava de congelacion,C220,frigoristas,100001199.0,712775,Cerrado,2025-05-14,2025-05-21,15/05/2025,1000-C220-N00-MESANI-001,condensador cava congelacion n°01,Antioquia,7,Cavas,Cava de congelacion
60000651,Correctivo,arreglo de freidora electrica,C570,electromecanico,100001205.0,634761,Cerrado,2025-05-14,,14/05/2025,1000-C570-S01-COCINA,freidora electrica n°01,Antioquia,0,equipos de coccion,Freidora electrica
60000652,Correctivo,Retiro de material cortinas enrrollables,C230,infraestructura,100001067.0,3014354,Cerrado,2025-05-14,2025-05-16,24/05/2025,1000-C230-N00-PAINPV,,Antioquia,2,Grupo Infraestructura,
60000653,Correctivo,Lubricación carros canasteros,C310,infraestructura,100001207.0,80987,Cerrado,2025-05-14,2025-05-14,14/05/2025,1000-C310-N00-PRQDRO,,Zona Costera,0,Grupo Infraestructura,
60000657,Correctivo,Arreglo puerta principal,C200,infraestructura,100001015.0,2069266,Cerrado,2025-05-14,2025-05-14,16/05/2025,1000-C200-N00-ZINGPV,,Antioquia,0,Grupo Infraestructura,
60000663,Correctivo,plancha parrilla,C120,electromecanico,100001057.0,286862,Cerrado,2025-05-15,,15/05/2025,1000-C120-N00-PORCPR,plancha n°01,Antioquia,0,equipos de coccion,Plancha
60000665,Correctivo,vitrina de congelacion 1,C320,frigoristas,100001170.0,691175,Cerrado,2025-05-15,,23/08/2025,1000-C320-N00-SAGEPV,vitrina congelacion n°01,Zona Costera,0,Vitrinas,Vitrina congelacion
60000668,Correctivo,Mantenimiento general PV locativo,C260,infraestructura,100001034.0,546167,Cerrado,2025-05-15,,29/07/2025,1000-C260,,Zona Costera,0,Grupo Infraestructura,
60000671,Correctivo,Desprendimiento de pintura,C200,infraestructura,100000548.0,2756600,Cerrado,2025-05-15,2025-05-21,21/04/2025,1000-C200-N00-CBOD02,,Antioquia,6,Grupo Infraestructura,
60000672,Correctivo,Escaleras se encuentran oxidadas,C120,infraestructura,100000151.0,1028786,Liberado,2025-05-15,,27/08/2025,1000-C120-N00-ESAN00,,Antioquia,0,Grupo Infraestructura,
60000678,Correctivo,Mantenimiento Cortinas enrollables,C230,infraestructura,100000982.0,1310239,Cerrado,2025-05-15,2025-05-15,21/05/2025,1000-C230-N00-ZINGPV,,Antioquia,0,Grupo Infraestructura,
60000679,Correctivo,vitrinas sabaneta,C120,frigoristas,100001280.0,1881945,Cerrado,2025-05-15,2025-05-21,17/06/2025,1000-C120-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,6,Vitrinas,Vitrinas refrigeracion
60000683,Correctivo,cruz tecnica mtto,C370,electromecanico,100000776.0,2126680,Cerrado,2025-05-15,,23/05/2025,1000-C370-N00-820,,Valle,0,Red Electrica,
60000689,Correctivo,Solicitud mtto correctivo of calidad PV,A280,infraestructura,100000828.0,754962,Cerrado,2025-05-16,2025-05-16,21/05/2025,1000-A280-N03-OFCAPV,,Antioquia,0,Grupo Infraestructura,
60000690,Correctivo,cambio de bomba de tanque de agua,C160,infraestructura,100001300.0,632782,Cerrado,2025-05-16,2025-05-18,16/05/2025,1000-C160-N00-810,,Antioquia,2,Grupo Infraestructura,
60000693,Correctivo,Pintura negra jardineras,C120,infraestructura,100000547.0,1509924,Cerrado,2025-05-16,2025-05-17,18/05/2025,1000-C120-N00-ZEJR01,,Antioquia,1,Grupo Infraestructura,
60000697,Correctivo,fuga de agua en el pozuelo de lavatraper,C110,infraestructura,100001095.0,1434428,Cerrado,2025-05-16,2025-05-21,17/05/2025,1000-C110-N00-810,,Antioquia,5,Grupo Infraestructura,
60000698,Correctivo,fuga de agua,C110,infraestructura,100001094.0,85817,Cerrado,2025-05-16,2025-05-16,16/05/2025,1000-C110-N00-810,,Antioquia,0,Grupo Infraestructura,
60000699,Correctivo,picaporte de puerta dañado,C140,infraestructura,100001298.0,483477,Cerrado,2025-05-16,,16/05/2025,1000-C140-N00-ZINGPV,,Antioquia,0,Grupo Infraestructura,
60000700,Correctivo,punto de red caja,C370,electromecanico,100001328.0,139412,Cerrado,2025-05-16,,17/05/2025,1000-C370-N00-830,,Valle,0,Red Datos,
60000705,Correctivo,pasamanos desajustado,C170,infraestructura,100001139.0,1071451,Cerrado,2025-05-16,2025-05-21,17/05/2025,1000-C170-N00-ZINGPV,,Antioquia,5,Grupo Infraestructura,
60000710,Correctivo,mantenimiento techo de parrillla(gotera),C260,infraestructura,100000798.0,9041291,Cerrado,2025-05-17,2025-05-18,15/06/2025,1000-C260-N00-ZTECHO,,Zona Costera,1,Grupo Infraestructura,
60000714,Correctivo,Verificacion de metrologia bascula plata,C220,metrologia,100001311.0,777313,Cerrado,2025-05-17,2025-05-16,20/05/2025,1000-C220-N00-PAINPV,bascula plataforma,Antioquia,-1,Otras Balanzas,Balanza plataforma
60000725,Correctivo,vitrina de refrigeracion mala,C190,frigoristas,100001279.0,113244,Cerrado,2025-05-19,2025-05-16,19/05/2025,1000-C190-N00-SAGEPV,vitrina refrigeracion n°02,Antioquia,-3,Vitrinas,Vitrinas refrigeracion
60000726,Correctivo,reparacion de techo salon punto de venta,C370,infraestructura,100000885.0,6455664,Cerrado,2025-05-19,2025-05-20,20/05/2025,1000-C370-N00-SAGEPV,,Valle,1,Grupo Infraestructura,
60000728,Correctivo,Vitrina de congelacion no enciende,C150,frigoristas,100001402.0,226489,Cerrado,2025-05-19,2025-05-19,20/05/2025,1000-C150-N00-SAGEPV,vitrina congelacion n°03,Antioquia,0,Vitrinas,Vitrina congelacion
60000729,Correctivo,Mantenimiento red electrico Cartago,C370,electromecanico,100001327.0,330559,Cerrado,2025-05-19,,23/05/2025,1000-C370-N00-820,,Valle,0,Red Electrica,
60000730,Correctivo,Daño swiches vitrinas,C110,frigoristas,100001412.0,194288,Cerrado,2025-05-19,2025-05-21,19/05/2025,1000-C110-N00-SAGEPV,vitrina refrigeracion n°01,Antioquia,2,Vitrinas,Vitrinas refrigeracion
60000738,Correctivo,reparacion llave pasillo y chapa baño cl,C370,infraestructura,100001271.0,476626,Cerrado,2025-05-19,2025-05-15,05/06/2025,1000-C370-N00-810,,Valle,-4,Grupo Infraestructura,
60000748,Correctivo,tanque de agua,C110,infraestructura,100001409.0,148120,Cerrado,2025-05-19,2025-05-21,20/05/2025,1000-C110-N00-ZEMPLE,,Antioquia,2,Grupo Infraestructura,
60000755,Correctivo,revision sierra,C160,electromecanico,100001406.0,150992,Cerrado,2025-05-20,2025-05-19,20/05/2025,1000-C160-N00-SAPRPV,sierra sin fin,Antioquia,-1,Equipos de corte,Sierras sin fin
60000756,Correctivo,valvula reidora - plancha,C120,electromecanico,100001426.0,191328,Cerrado,2025-05-20,2025-05-19,20/05/2025,1000-C120-N00-PORCPR,plancha n°01,Antioquia,-1,equipos de coccion,Plancha
60000757,Correctivo,sierra con cable roto,C170,electromecanico,100001400.0,150992,Cerrado,2025-05-20,2025-05-19,20/05/2025,1000-C170-N00-SAPRPV,sierra sin fin,Antioquia,-1,Equipos de corte,Sierras sin fin
60000761,Correctivo,Cambio de poleas sierra sin fin,C250,electromecanico,100001432.0,8520338,Cerrado,2025-05-20,,14/07/2025,1000-C250-N00-SAPRPV,sierra sin fin,Zona Costera,0,Equipos de corte,Sierras sin fin
