Material,Centro,Motivo movimiento,Clase de movimiento,Fecha contabiliz.,Impte.mon.local,Orden,Pedido,Almacén,Texto breve material,Cantidad en UM ped.,Cantidad,Grupo planif.,Clase de pedido
17000688,P100,0,Salida Material orden,30/09/2025,2594,60002636,,P124,"Codo 90° presion pvc ½""",0,6.0,Infraestructura,Material
17000688,P100,0,Salida Material orden,01/09/2025,1467,60002815,,P124,"Codo 90° presion pvc ½""",0,3.0,Infraestructura,Material
17000692,P100,0,Salida Material orden,08/08/2025,5672,60000203,,P124,"Codo 90° presion pvc 1""",0,4.0,Frigoristas,Material
17000692,P100,0,Salida Material orden,14/05/2025,2824,60000202,,P124,"Codo 90° presion pvc 1""",0,2.0,Frigoristas,Material
17000692,P100,0,Salida Material orden,14/05/2025,2824,60000203,,P124,"Codo 90° presion pvc 1""",0,2.0,Frigoristas,Material
17000692,P100,0,Salida Material orden,14/05/2025,2824,60000204,,P124,"Codo 90° presion pvc 1""",0,2.0,Frigoristas,Material
17000692,P100,0,Salida Material orden,14/05/2025,2824,60000205,,P124,"Codo 90° presion pvc 1""",0,2.0,Frigoristas,Material
17000692,P100,0,Salida Material orden,25/04/2025,2614,60000182,,P124,"Codo 90° presion pvc 1""",0,2.0,Frigoristas,Material
17000739,P100,0,Salida Material orden,15/10/2025,26375,70002177,,P124,"Conector curvo coraza hermetico ¾""",0,6.0,Electromecanico,Material
17000740,P100,0,Salida Material orden,01/09/2025,6200,60003017,,P124,"Conector recto coraza hermetico ½""",0,2.0,Electromecanico,Material
17000742,P100,0,Salida Material orden,02/08/2025,23262,60000204,,P124,"Conector recto coraza hermetico 1""",0,6.0,Frigoristas,Material
17000742,P100,0,Salida Material orden,02/08/2025,3877,60000204,,P124,"Conector recto coraza hermetico 1""",0,1.0,Frigoristas,Material
17000760,P100,0,Salida Material orden,04/06/2025,244533,60001017,,P124,Contactor LC1D18F7 18A 110V,0,1.0,Frigoristas,Material
17000761,P100,0,Salida Material orden,18/09/2025,250088,70002157,,P124,Contactor LC1D18M7 18A 220V,0,1.0,Electromecanico,Material
17000764,P100,0,Salida Material orden,11/06/2025,554369,70000613,,P124,Contactor LC1D32M7 32A 220,0,1.0,Electromecanico,Material
17000764,P100,0,Salida Material orden,11/06/2025,554369,70000577,,P124,Contactor LC1D32M7 32A 220,0,1.0,Electromecanico,Material
17000773,P100,0,Salida Material orden,22/07/2025,143608,70000721,,P124,Control 2 botones XALD213,0,1.0,Electromecanico,Material
17000784,P100,0,Salida Material orden,01/09/2025,7926,60003017,,P124,"Coraza hubel sin alma ½""",0,2.0,Electromecanico,Material
17000791,P100,0,Salida Material orden,12/08/2025,15312,70001718,,P124,Amarre plastico blanco 20cm paq 100und,0,2.0,Frigoristas,Material
17000791,P100,0,Salida Material orden,25/04/2025,7185,60000182,,P124,Amarre plastico blanco 20cm paq 100und,0,1.0,Frigoristas,Material
17000792,P100,0,Salida Material orden,25/04/2025,13700,60000317,,P124,Amarre plastico blanco 30cm paq 100und,0,1.0,Electromecanico,Material
17000794,P100,0,Salida Material orden,28/10/2025,6626,70002512,,P124,Amarre plastico blanco 15cm paq 100und,0,1.0,Electromecanico,Material
17000794,P100,0,Salida Material orden,08/10/2025,4456,70002715,,P124,Amarre plastico blanco 15cm paq 100und,0,1.0,Frigoristas,Material
17000794,P100,0,Salida Material orden,25/09/2025,20615,60003656,,P124,Amarre plastico blanco 15cm paq 100und,0,1.0,Frigoristas,Material
17000794,P100,0,Salida Material orden,05/09/2025,9944,60003163,,P124,Amarre plastico blanco 15cm paq 100und,0,2.0,Frigoristas,Material
17000794,P100,0,Salida Material orden,11/06/2025,4464,70000261,,P124,Amarre plastico blanco 15cm paq 100und,0,1.0,Frigoristas,Material
17000822,P100,0,Salida Material orden,12/09/2025,16560,70002037,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,4.0,Frigoristas,Material
17000822,P100,0,Salida Material orden,08/08/2025,41319,60000672,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,10.0,Infraestructura,Material
17000822,P100,0,Salida Material orden,04/07/2025,33641,70001089,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,8.0,Infraestructura,Material
17000822,P100,0,Salida Material orden,27/06/2025,25269,60001543,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,6.0,Infraestructura,Material
17000822,P100,0,Salida Material orden,18/06/2025,21243,70000438,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,5.0,Infraestructura,Material
17000822,P100,0,Salida Material orden,18/06/2025,8497,70000633,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,2.0,Infraestructura,Material
17000822,P100,0,Salida Material orden,06/06/2025,42486,60000672,,P124,"Disco corte 4 ½"" x .040"" x ⅞""",0,10.0,Infraestructura,Material
17000824,P100,0,Salida Material orden,28/10/2025,10261,70002916,,P124,"Disco corte diamante 4 ½""",0,1.0,Infraestructura,Material
17000824,P100,0,Salida Material orden,06/08/2025,10261,60002445,,P124,"Disco corte diamante 4 ½""",0,1.0,Infraestructura,Material
17000829,P100,0,Salida Material orden,06/08/2025,31769,60002445,,P124,"Disco corte diamante 7""",0,2.0,Infraestructura,Material
17000831,P100,0,Salida Material orden,27/06/2025,52439,60001543,,P124,"Disco flap N°60 4 ½"" x  ⅞""",0,5.0,Infraestructura,Material
17000831,P100,0,Salida Material orden,06/06/2025,20976,60000672,,P124,"Disco flap N°60 4 ½"" x  ⅞""",0,2.0,Infraestructura,Material
17000831,P100,0,Salida Material orden,15/04/2025,10488,60000135,,P124,"Disco flap N°60 4 ½"" x  ⅞""",0,1.0,Infraestructura,Material
17000834,P100,0,Salida Material orden,08/10/2025,43358,70002916,,P124,Disolvente xilol x gal,0,1.0,Infraestructura,Material
17000834,P100,0,Salida Material orden,18/06/2025,89076,70000445,,P124,Disolvente xilol x gal,0,2.0,Infraestructura,Material
17000834,P100,0,Salida Material orden,15/05/2025,82280,60000671,,P124,Disolvente xilol x gal,0,2.0,Infraestructura,Material
17000857,P100,0,Salida Material orden,22/07/2025,6300,70000721,,P124,Enchufes 110 sencillo con polo tierra ma,0,1.0,Electromecanico,Material
17000857,P100,0,Salida Material orden,02/07/2025,12600,70000557,,P124,Enchufes 110 sencillo con polo tierra ma,0,2.0,Metrologia,Material
17000857,P100,0,Salida Material orden,02/07/2025,6300,70000841,,P124,Enchufes 110 sencillo con polo tierra ma,0,1.0,Metrologia,Material
17000862,P100,0,Salida Material orden,18/06/2025,5389,70000451,,P124,"Entrada caja conduit emt ¾""",0,6.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,14/10/2025,5642,70002177,,P124,Estopa limpion,0,1.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,09/10/2025,5643,60003898,,P124,Estopa limpion,0,1.0,Infraestructura,Material
17000886,P100,0,Salida Material orden,09/10/2025,5643,60003982,,P124,Estopa limpion,0,1.0,Infraestructura,Material
17000886,P100,0,Salida Material orden,09/10/2025,11286,70002117,,P124,Estopa limpion,0,2.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,09/10/2025,22571,70002916,,P124,Estopa limpion,0,4.0,Infraestructura,Material
17000886,P100,0,Salida Material orden,16/09/2025,11285,70001822,,P124,Estopa limpion,0,2.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,26/06/2025,12646,70000634,,P124,Estopa limpion,0,2.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,24/06/2025,18968,70000634,,P124,Estopa limpion,0,3.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,18/06/2025,18968,70000451,,P124,Estopa limpion,0,3.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,18/06/2025,12645,70000451,,P124,Estopa limpion,0,2.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,18/06/2025,6323,70000445,,P124,Estopa limpion,0,1.0,Infraestructura,Material
17000886,P100,0,Salida Material orden,16/06/2025,12645,70000447,,P124,Estopa limpion,0,2.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,13/06/2025,18968,70000446,,P124,Estopa limpion,0,3.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,10/06/2025,12645,70000473,,P124,Estopa limpion,0,2.0,Electromecanico,Material
17000886,P100,0,Salida Material orden,09/06/2025,6323,70000439,,P124,Estopa limpion,0,1.0,Infraestructura,Material
17000886,P100,0,Salida Material orden,24/04/2025,20986,60000278,,P124,Estopa limpion,0,3.0,Infraestructura,Material
17000888,P100,0,Salida Material orden,18/06/2025,21009,70000633,,P124,Estuco en polvo x 40kg,0,10.0,Infraestructura,Material
17000889,P100,0,Salida Material orden,28/10/2025,49542,70002817,,P124,Estuco exterior bla nevado x gal,0,1.0,Infraestructura,Material
17000889,P100,0,Salida Material orden,18/06/2025,236554,70000633,,P124,Estuco exterior bla nevado x gal,0,5.0,Infraestructura,Material
17000889,P100,0,Salida Material orden,18/06/2025,47311,70000445,,P124,Estuco exterior bla nevado x gal,0,1.0,Infraestructura,Material
17000889,P100,0,Salida Material orden,15/05/2025,94622,60000668,,P124,Estuco exterior bla nevado x gal,0,2.0,Infraestructura,Material
17000889,P100,0,Salida Material orden,24/04/2025,94622,60000278,,P124,Estuco exterior bla nevado x gal,0,2.0,Infraestructura,Material
17000889,P100,0,Salida Material orden,22/04/2025,94622,60000239,,P124,Estuco exterior bla nevado x gal,0,2.0,Infraestructura,Material
17000919,P100,0,Salida Material orden,09/10/2025,19210,60003901,,P124,Fotocelda sin base 105V a 305V,0,1.0,Electromecanico,Material
17000919,P100,0,Salida Material orden,06/10/2025,19052,60003901,,P124,Fotocelda sin base 105V a 305V,0,1.0,Electromecanico,Material
17000957,P100,0,Salida Material orden,18/06/2025,1101,70000557,,P124,Fusible vidrio 30mm 3A,0,10.0,Metrologia,Material
17000969,P100,0,Salida Material orden,04/07/2025,24000,70001089,,P124,"Grata circular lisa para taladro inox 3""",0,2.0,Infraestructura,Material
17001003,P100,0,Salida Material orden,09/10/2025,6900,70002916,,P124,Hoja lija #100,0,5.0,Infraestructura,Material
17001003,P100,0,Salida Material orden,22/04/2025,10101,60000239,,P124,Hoja lija #100,0,8.0,Infraestructura,Material
17001004,P100,0,Salida Material orden,09/09/2025,8212,70002511,,P124,Hoja lija #120,0,6.0,Infraestructura,Material
17001004,P100,0,Salida Material orden,13/05/2025,3932,60000628,,P124,Hoja lija #120,0,3.0,Electromecanico,Material
17001005,P100,0,Salida Material orden,12/09/2025,3863,70002037,,P124,Hoja lija #180,0,3.0,Frigoristas,Material
17001005,P100,0,Salida Material orden,10/07/2025,1527,60000203,,P124,Hoja lija #180,0,1.0,Frigoristas,Material
17001005,P100,0,Salida Material orden,18/06/2025,9160,70000445,,P124,Hoja lija #180,0,6.0,Infraestructura,Material
17001005,P100,0,Salida Material orden,25/04/2025,1527,60000333,,P124,Hoja lija #180,0,1.0,Infraestructura,Material
17001008,P100,0,Salida Material orden,12/09/2025,4084,70002037,,P124,Hoja lija #80,0,3.0,Frigoristas,Material
17001012,P100,0,Salida Material orden,26/08/2025,53904,70001374,,P124,Suiche rotativo 7GN2510U 25A,0,1.0,Electromecanico,Material
17001046,P100,0,Salida Material orden,22/04/2025,20796,60000239,,P124,Lechada boquilla latex bla,0,1.0,Infraestructura,Material
17001046,P100,0,Salida Material orden,22/04/2025,20796,60000239,,P124,Lechada boquilla latex bla,0,1.0,Infraestructura,Material
17001047,P100,0,Salida Material orden,17/07/2025,35210,70001089,,P124,Lechada boquilla latex blanco x kg,0,1.0,Infraestructura,Material
17001047,P100,0,Salida Material orden,17/07/2025,35210,70001089,,P124,Lechada boquilla latex blanco x kg,0,1.0,Infraestructura,Material
17001047,P100,0,Salida Material orden,09/07/2025,35210,70001089,,P124,Lechada boquilla latex blanco x kg,0,1.0,Infraestructura,Material
17001049,P100,0,Salida Material orden,30/09/2025,17470,60002636,,P124,Limpiador tuberia pvc ⅛ gal,0,1.0,Infraestructura,Material
17001049,P100,0,Salida Material orden,21/06/2025,17880,60001185,,P124,Limpiador tuberia pvc ⅛ gal,0,1.0,Infraestructura,Material
17001049,P100,0,Salida Material orden,25/04/2025,17880,60000317,,P124,Limpiador tuberia pvc ⅛ gal,0,1.0,Electromecanico,Material
17001087,P100,0,Salida Material orden,12/04/2025,8226,60000141,,P124,Llave sanitario plastica,0,1.0,Infraestructura,Material
17001196,P100,0,Salida Material orden,21/08/2025,57740,60002815,,P124,"Manguera superflex ½"" x m",0,10.0,Infraestructura,Material
17001217,P100,0,Salida Material orden,31/07/2025,76384,60000205,,P124,Breaker riel din easy 9 2x10A,0,2.0,Frigoristas,Material
17001217,P100,0,Salida Material orden,25/04/2025,34256,60000182,,P124,Breaker riel din easy 9 2x10A,0,1.0,Frigoristas,Material
17001228,P100,0,Salida Material orden,29/09/2025,55500,70002511,,P124,Neopreno negro con lona 1/16 x m,0,1.5,Infraestructura,Material
17001228,P100,0,Salida Material orden,04/07/2025,37000,70001089,,P124,Neopreno negro con lona 1/16 x m,0,1.0,Infraestructura,Material
17001290,P100,0,Salida Material orden,03/06/2025,104044,60000966,,P124,Paros de emergencia ref XB4 BS8442,0,1.0,Frigoristas,Material
17001296,P100,0,Salida Material orden,15/10/2025,11783,70002177,,P124,Pega instantanea 50 gm,0,1.0,Electromecanico,Material
17001296,P100,0,Salida Material orden,30/09/2025,35350,70001980,,P124,Pega instantanea 50 gm,0,3.0,Electromecanico,Material
17001301,P100,0,Salida Material orden,10/10/2025,39847,70002989,,P124,Pegante para ceramica con latex gris X25,0,1.0,Infraestructura,Material
17001301,P100,0,Salida Material orden,09/07/2025,29328,70000990,,P124,Pegante para ceramica con latex gris X25,0,1.0,Infraestructura,Material
17001303,P100,0,Salida Material orden,25/04/2025,6500,60000182,,P124,Perfil omega cal 26 galv,0,1.0,Frigoristas,Material
17001316,P100,0,Salida Material orden,12/08/2025,1030,85000893,,P124,Bateria LR44,0,1.0,Metrologia,Material
17001325,P100,0,Salida Material orden,01/09/2025,6454,60003017,,P124,Pilotos de 22mm 24 vol vrd,0,1.0,Electromecanico,Material
17001330,P100,0,Salida Material orden,29/08/2025,58364,60002949,,P124,Pintoxido x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,14/10/2025,150504,70002989,,P124,Pintura epoxica base de agua x gal,0,2.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,10/10/2025,225756,70002989,,P124,Pintura epoxica base de agua x gal,0,3.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,06/08/2025,75252,60002434,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000445,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000633,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,143697,70000445,,P124,Pintura epoxica base de agua x gal,0,2.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71848,70000633,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000445,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,143697,70000633,,P124,Pintura epoxica base de agua x gal,0,2.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,143697,70000633,,P124,Pintura epoxica base de agua x gal,0,2.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000445,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000633,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000633,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,18/06/2025,71849,70000633,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,09/06/2025,71849,70000439,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,09/06/2025,71849,60000492,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001351,P100,0,Salida Material orden,12/04/2025,71429,60000141,,P124,Pintura epoxica base de agua x gal,0,1.0,Infraestructura,Material
17001363,P100,0,Salida Material orden,12/04/2025,85473,60000141,,P124,Pintura b/aceite negro gal,0,1.0,Infraestructura,Material
17001381,P100,0,Salida Material orden,21/08/2025,26584,60002815,,P124,Pistola para mangueras jardinera,0,1.0,Infraestructura,Material
17001411,P100,0,Salida Material orden,15/08/2025,193888,60001876,,P124,"Platina inox 2"" x ⅛"" x 6m",0,2.0,Infraestructura,Material
17001447,P100,0,Salida Material orden,12/09/2025,2800,70002037,,P124,Prensa estopa PG13.5,0,4.0,Frigoristas,Material
17001447,P100,0,Salida Material orden,12/06/2025,22193,60000204,,P124,Prensa estopa PG13.5,0,15.0,Frigoristas,Material
17001448,P100,0,Salida Material orden,15/10/2025,5844,70002177,,P124,Prensa estopa PG16,0,3.0,Electromecanico,Material
17001448,P100,0,Salida Material orden,10/10/2025,11688,60003986,,P124,Prensa estopa PG16,0,6.0,Electromecanico,Material
17001448,P100,0,Salida Material orden,02/08/2025,19484,60000204,,P124,Prensa estopa PG16,0,10.0,Frigoristas,Material
17001455,P100,0,Salida Material orden,18/09/2025,99092,70002157,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,16/09/2025,99091,70002129,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,08/09/2025,99091,70001754,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,08/09/2025,99092,70002005,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,26/08/2025,99092,70001655,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,10/07/2025,99091,60001889,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,11/06/2025,94274,70000552,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,11/06/2025,94275,70000617,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,11/06/2025,94274,70000550,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,11/06/2025,94275,70000551,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001455,P100,0,Salida Material orden,11/06/2025,94275,70000549,,P124,Pulsador star/stop XB4BL73415,0,1.0,Electromecanico,Material
17001459,P100,0,Salida Material orden,20/10/2025,5666,70002018,,P124,Punta estrella para taladro,0,2.0,Electromecanico,Material
